   1033.87410209103       1.429613061189391E-006  1.740876547206826E-004
  1.495002929795614E-005  0.228101821676246       2.236009706305583E-005
  1.486161655818709E-003  0.765347192924618       1.514157853723607E-005
  6.301370304177988E-009  3.761241513479533E-003  1.013241812120678E-003
  5.913362837178118E-008  4.225325378718420E-010  6.420889525969742E-010
  1.256910940742382E-015  6.848925071812839E-009  2.080420052217286E-012
  2.341180001257467E-009  1.379389752175478E-011  1.055926072506023E-007
  7.942558804124018E-008  3.178087039905024E-007  7.763228502859402E-011
  9.743384430020343E-012  1.123232367400715E-014  6.699980850991512E-009
  2.367554855291739E-007  2.051688456030851E-006  2.712476800238177E-010
  1.702855895182703E-007  1.002725635905489E-009  1.164415296273753E-008
  3.279951551063383E-011  2.322958001457373E-008  1.310573293372631E-008
  1.321872804872202E-008  1.172165686758610E-013  4.123263296712031E-008
  1.022087485404062E-015  4.814519440142405E-013  2.075746756149450E-014
  3.881108114341623E-019  1.112975513479017E-022  3.249006867094474E-011
  3.888269000833393E-013  5.599879746301952E-011  1.826545356947023E-009
  1.095983923678302E-009  1.897681036740083E-008  3.369554865039765E-007
  9.116330400695303E-009  1.855734550691907E-008  1.346885278219502E-007
  6.328616219895513E-008  7.274765794572687E-012  2.879592510714819E-013
  1.310674411703269E-011  4.376019384601048E-009  4.344806796272431E-010
  1.377536365130392E-009  2.990774737280374E-007  2.401310529479630E-009
  4.423555098684246E-011  1.270335594465651E-009  2.063255982518324E-010
  4.950272816858846E-010  5.003332838367325E-010  1.615883608240984E-017
  2.480496682772852E-007  4.871868492724214E-009  2.599441605012032E-010
  5.027778802698929E-007  6.777641797089007E-009  9.363444176869422E-010
  2.370518881484711E-011  6.130421625258501E-012  2.879499473619916E-013
  4.773296243956469E-009  8.732867587702669E-011  4.669504060378740E-007
  4.348402017057088E-010  7.252611438903154E-010  1.786430547816086E-011
  4.538327667032930E-012  6.413512455522300E-014  1.518916742219230E-011
  5.392367929207659E-008  2.671665389529975E-007  9.467663264669019E-009
  6.627925396166469E-011  1.385341693504043E-011  4.011826088527184E-009
  1.115500588792944E-010  3.585142986447440E-014  1.529137933962145E-011
  4.083531925616257E-009  8.276494495994845E-015  5.506875713632937E-005
  6.452089931326093E-009  1.884695391058327E-008  1.905856857182671E-008
  2.217143524253081E-008  1.045993962364626E-009  4.761419243374935E-010
  8.809321775932398E-010  4.994843516244505E-009  2.892841338990170E-009
  5.830326785104080E-009  6.327781714000301E-009  5.000186204249783E-009
  1.471126003017903E-008  2.227256804869118E-008  3.128330989238375E-008
  5.759278087892813E-007  1.408109399996668E-007  3.503630560571601E-009
  3.948529673328326E-009  4.083972278946268E-009  4.267024663317657E-009
  1.094754721314519E-010  9.361371534947447E-011  8.572776947489398E-011
  1.064806932122237E-011  1.302717916519510E-010  2.153553558178556E-011
  1.841526424808421E-011  1.686396814410755E-011  2.712377718612305E-011
  1.396078966725727E-055  1.024039250447098E-008  2.580443943233406E-009
  8.962903430161327E-013  9.410063399709355E-013  1.187004202221390E-012
  3.911306840361668E-013  2.789187906987210E-012  2.322060702541381E-012
  2.717225612736444E-010  1.015494705324515E-010  4.013550873015265E-014
  3.385866768411997E-014  1.391316705736673E-011  3.726398032866181E-011
  5.698478837564322E-015  3.795758169875868E-015  6.472779567595798E-009
  4.322738017264330E-010  3.831055028014054E-011  2.958343470282893E-008
  1.796754643835248E-019  8.265189648653951E-019  5.564508932506903E-021
  4.229755794222916E-019  6.745754582789460E-018  6.430833235895419E-022
  3.159670878500440E-018  7.435512876933731E-020  2.283499249022356E-022
  5.159320815217149E-020  1.914434684983721E-019  6.718410070818462E-020
  3.353049231107143E-022  7.690087000638603E-021   1.00000000000000     
   1000.96384867767       2.483060846032606E-008  5.102346417789416E-006
  1.949930938940394E-007  0.232168934296272       4.133309306084335E-007
  4.349288772860225E-005  0.764269083050282       6.370438916339011E-007
  8.926764873016300E-010  1.087876789416723E-004  2.931731434765188E-005
  3.264918638244716E-008  5.556234760027752E-011  3.782219684476838E-010
  1.754280795092580E-017  2.445790721034280E-009  4.125978595451607E-014
  6.182639614259569E-010  8.744472894850787E-012  1.593159855044313E-007
  6.531550986445043E-008  4.765185129275467E-007  2.150999811061086E-012
  2.745945321035345E-013  6.587836755141063E-018  9.715866676308442E-009
  6.498256289444304E-007  2.930134952020597E-006  2.030231729592049E-010
  1.948708498267241E-007  3.538220378483183E-010  1.670639888976883E-008
  8.740200381730346E-012  1.096529934585141E-008  1.671361114517072E-008
  1.794472751979308E-008  2.230753726766331E-014  2.069966747341594E-007
  3.020798080280104E-016  2.574003534457990E-012  1.761549928901568E-013
  3.365458485166207E-019  5.939698774575671E-023  4.830227917167497E-011
  2.414694251136943E-013  1.737027735315347E-010  9.153258029320344E-009
  9.468655680221754E-010  3.603612709595272E-008  7.935257325863363E-007
  1.383488358178247E-008  3.809287267217061E-009  2.442729035579462E-008
  4.350241945581041E-008  8.623945533175893E-014  3.616687211281295E-014
  3.618544942699620E-011  1.498018443894136E-008  6.894669170520900E-010
  7.995125719881551E-010  8.874963844197349E-007  3.671353029817575E-009
  3.966556513325500E-012  2.403042757430164E-009  2.598295254650373E-010
  1.877652875625153E-009  1.368838294714941E-009  2.344649607204290E-018
  7.185733031352608E-009  8.843411463646887E-009  4.995403525692029E-010
  1.501610120737502E-006  1.318321123561744E-008  3.063095241456925E-009
  7.047794694272658E-011  3.319927056668333E-011  2.330282532080420E-012
  6.707788337140529E-009  5.282174722000628E-011  1.397164663617276E-006
  3.659945381338596E-011  1.814428780663280E-009  3.984708549555210E-011
  1.831564385931916E-011  3.500426553678180E-013  5.392584295868938E-011
  9.548052139107144E-008  7.985623748171116E-007  2.990531423434565E-008
  2.136545402346299E-010  8.074121493911379E-011  1.378051878509011E-008
  3.541166883119973E-010  2.295315022312691E-015  5.580596735313518E-011
  1.400775574243336E-008  1.528275301202326E-014  3.360911336296656E-003
  8.952962540144536E-009  2.879625818908403E-008  2.921550701317765E-008
  3.330954097521159E-008  1.268531621974855E-009  6.580423803230284E-010
  1.235858703484591E-009  6.722797500311692E-009  4.515151472240591E-009
  9.276930017116592E-009  8.584107131281040E-009  7.977658971341033E-009
  4.457372578923481E-008  6.733139914819450E-008  9.537003472820520E-008
  1.702464943292065E-006  4.194770588230954E-007  9.811887601639723E-009
  1.091470853595011E-008  1.122481716530851E-008  1.083524148300660E-008
  2.563381203697471E-010  2.189010860709491E-010  2.007951779161406E-010
  2.426030436442592E-011  2.802586731424501E-010  9.095895340348690E-011
  7.768395272075039E-011  7.126150208694628E-011  1.063195181496986E-010
  4.359475179102839E-057  3.165026659229237E-008  6.983423586872624E-009
  5.366714014600538E-012  5.625939333639176E-012  7.126995884715045E-012
  2.073452033018027E-012  1.469402116627965E-011  1.220926304408445E-011
  8.502813460577149E-010  3.161997983980993E-010  1.937116489532425E-015
  1.724192332987305E-015  9.018005962967882E-013  2.589461987184080E-012
  4.201902755727760E-014  3.153841619976211E-014  1.639745738030975E-010
  1.249518968533723E-011  2.630624425473574E-010  8.776808217898780E-010
  2.907948827675149E-020  2.567021137146865E-018  1.698155334868974E-020
  9.761358515322923E-019  8.148076162818589E-017  5.133915162883378E-021
  4.990540307044857E-017  5.009281036484704E-019  1.353236867462806E-021
  3.191221133438237E-019  2.376147406144985E-018  1.742167220356763E-018
  1.493691148514455E-022  1.780049335417225E-019   2.00000000000000     
   1001.05056728452       2.697321788043689E-008  5.584182998599301E-006
  2.155117157013680E-007  0.230489497141855       4.456538590714726E-007
  4.774523688593529E-005  0.758785968938412       6.490732189321980E-007
  9.204777622921316E-010  1.195693315839368E-004  3.221009664047982E-005
  6.208801597966180E-009  8.578793708725519E-012  3.252821305832189E-011
  3.612431126579891E-018  1.623943428250924E-010  2.331718881330016E-014
  5.513827116848927E-011  7.125748709610281E-012  8.361630278758261E-008
  7.837583340349008E-009  3.182508182211588E-007  1.459908778282322E-012
  1.973432566530288E-013  4.534726594832944E-018  7.734612032429939E-010
  6.547673536940801E-007  2.002898296448396E-006  7.758137925123398E-012
  1.850377436548279E-008  4.645516941978759E-011  3.730028223491859E-009
  1.156379739009608E-012  1.434188289932358E-009  1.470884637186172E-009
  1.309337837950290E-009  2.105776326029071E-014  1.956270128658228E-007
  3.956046587844607E-017  9.225598867462858E-012  6.105189638489983E-013
  8.064181992844931E-019  1.423173569144337E-022  9.802493885499693E-013
  3.451325891513298E-014  2.602425363082424E-010  4.705091002786796E-010
  4.533229743806956E-011  1.013684343365800E-007  7.255418263322602E-007
  2.579416366793603E-009  5.792985499731905E-010  3.846381605625075E-009
  5.906177006458516E-009  1.281093583936352E-014  6.297401284492909E-015
  9.979771045678317E-011  4.138221117079010E-008  3.225106504318477E-011
  6.495089429765177E-011  8.429727058155043E-007  1.303571835966793E-008
  4.026737572877739E-012  9.434987564450955E-011  1.513257871642144E-011
  2.109645230269219E-010  4.854892293632788E-009  8.744406289775195E-020
  7.908148216602299E-009  2.396380829203099E-008  1.323574509658296E-009
  1.409775179327067E-006  4.447487460815998E-010  8.152838391674651E-009
  1.806824546432667E-010  8.345356420208569E-011  5.135785411667781E-012
  2.368475117911220E-008  1.775192135352175E-010  1.305433701755254E-006
  3.062683714089002E-011  6.401629169301774E-009  1.403636686636343E-010
  6.421913295499678E-011  1.214648205702862E-012  1.227279644745542E-010
  2.543054960167955E-007  7.164203729144312E-007  7.816675777720107E-008
  5.534067402897987E-010  2.056877220428116E-010  1.895485664647212E-008
  5.713598636624126E-010  6.631339893822856E-015  1.291693870656053E-010
  1.992135748461048E-008  2.177123922919297E-014  1.050624170606296E-002
  3.106997008554271E-008  1.004540090747093E-007  1.017466277611533E-007
  1.157150592837719E-007  4.436677032536143E-009  2.326540221157067E-009
  4.349981568745924E-009  2.365533466868106E-008  1.600512300801804E-008
  3.303567776696790E-008  3.012589942875689E-008  2.812648517411727E-008
  4.137668147686009E-008  6.513986666833580E-008  1.038509928974735E-007
  1.589197017201553E-006  3.934066037252462E-007  3.430088391899729E-008
  3.801720687593990E-008  3.907294134357994E-008  3.796009753624207E-008
  9.076834190024168E-010  7.670263361584192E-010  7.022731510516131E-010
  8.471570447832344E-011  9.769288249194656E-010  3.227304368752908E-010
  2.727581452078816E-010  2.497330266407479E-010  3.684225334764753E-010
  4.955924351580245E-057  5.108716107776377E-008  1.219941383840729E-008
  1.919876584853762E-011  1.999920434160665E-011  2.536735191457853E-011
